flight_key,airline_id,airport_code_depart_id,airport_code_arrival_id,flight_duration,number_seats_total,number_of_stops,connection_flight,flight_number,datetime_scraped,number_seats_available,ticket_price,datetime_depart,datetime_arrival,id,name,code,full_name
"1001ANR2023-05-11 08:05:00AGP2023-05-11 11:10:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:43",1,349.99,"2023-05-11 08:05:00","2023-05-11 11:10:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-11 08:05:00AGP2023-05-11 11:10:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:56",1,349.99,"2023-05-11 08:05:00","2023-05-11 11:10:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-11 08:05:00AGP2023-05-11 11:10:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:08",1,349.99,"2023-05-11 08:05:00","2023-05-11 11:10:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-11 08:05:00AGP2023-05-11 11:10:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:20",1,349.99,"2023-05-11 08:05:00","2023-05-11 11:10:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-11 08:05:00AGP2023-05-11 11:10:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:31",1,349.99,"2023-05-11 08:05:00","2023-05-11 11:10:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-11 08:05:00AGP2023-05-11 11:10:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:42",1,349.99,"2023-05-11 08:05:00","2023-05-11 11:10:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-11 08:05:00AGP2023-05-11 11:10:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:53",1,349.99,"2023-05-11 08:05:00","2023-05-11 11:10:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-14 08:30:00AGP2023-05-14 11:35:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:20",10,254.99,"2023-05-14 08:30:00","2023-05-14 11:35:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-14 08:30:00AGP2023-05-14 11:35:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:31",10,254.99,"2023-05-14 08:30:00","2023-05-14 11:35:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-14 08:30:00AGP2023-05-14 11:35:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:42",10,254.99,"2023-05-14 08:30:00","2023-05-14 11:35:00",3,TuiFly,AGP,Malaga
